Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
4.0,5.0,132.0,,45.0,None,False,Gas,True,True,2023-07-01,Yellow,Stefan,False,Excellent,Good,Good,Excellent,3.0,3.77,131.0,Steel OJU00I Window,206.27971
,2.0,75.0,Rural,58.0,Excellent,False,Gas,True,False,2021-07-15,White,Natalie,False,Good,Good,Good,Good,47.0,1.85,,Wood 05B Window,334.86991
,,124.0,Urban,68.0,None,False,Electricity,True,False,2022-10-23,Gray,Lukas,False,Excellent,Good,Good,Poor,3.0,2.19,,0FG Wood LSVBPD,168.63098
,,63.0,Urban,70.0,None,True,Oil,True,False,2020-11-02,Gray,,False,Good,Good,Good,Good,3.0,1.66,100.8,ICD4 Steel 6D36GV,189.74882
,1.0,48.0,,49.0,None,False,Oil Heating,False,True,2021-10-10,Gray,Sabrina,False,Good,Excellent,Excellent,Good,3.0,1.04,,Wood IWRGCY Window,93.70652
,4.0,131.0,Urban,57.0,Good,,Electricity,True,True,2020-03-16,White,,False,Excellent,Poor,Poor,Good,15.0,2.78,78.0,PF4 Steel MU0FWRS,291.58259
1.0,2.0,64.0,Rural,51.0,None,False,Gas,False,True,2021-04-23,Green,,False,Excellent,Poor,Poor,Good,3.0,2.34,62.0,1HL637 Steel BHMHF3,268.81157
2.0,1.0,62.0,Suburbann,24.0,None,False,Gas,False,True,2021-06-19,Gray,Theresa,False,Good,Excellent,Good,Good,3.0,2.87,,Wood BFP Window,97.55516
1.0,,55.0,Rural,-77.0,None,,Electric,False,False,2021-12-18,Green,Denis,False,Good,Good,Good,Good,3.0,3.33,33.6,2W2 Steel NRST Window,206.34616
1.0,1.0,67.0,,60.0,Good,False,Oil,True,True,2021-03-18,Green,Martin,False,Good,Good,Good,Good,15.0,2.56,108.8,G5WB382 Aluminum UBDVO23,98.37204
1.0,1.0,73.0,Suburbann,,None,False,Oil,False,True,2021-12-28,Yellow,Laura,False,Poor,Good,Good,Poor,3.0,3.01,,Wood QFA Window,96.93392
,,112.0,Rural,,None,False,Gas,True,True,2020-06-26,Green,Lukas,False,Poor,Good,Good,Good,3.0,2.2,110.0,TKR8 Steel 94YGU5J,345.73444
2.0,1.0,62.0,,29.0,Poor,,Electric,False,True,2020-05-30,,Theresa,False,Excellent,Good,Excellent,Good,11.0,3.07,37.8,Steel 33KV,130.20842
,2.0,104.0,Suburban,70.0,Good,,Electric,True,True,2021-01-26,Gray,Natalie,False,Good,Excellent,Poor,Excellent,15.0,1.96,,WO1B Aluminum 8S75HI,99.08151
5.0,2.0,135.0,,63.0,Excellent,,Oil Heating,False,True,2020-11-16,Gray,Denis,False,Poor,Excellent,Poor,Good,47.0,2.79,5033.0,Aluminum 2OJC5 Window,202.31766
3.0,2.0,110.0,Urban,60.0,None,False,Electric,False,True,2023-05-10,Yellow,Lukas,False,Good,Excellent,Poor,Good,3.0,1.69,66.0,E1B Wood CV2,193.07751
2.0,2.0,73.0,Suburbann,27.0,Excellent,,Oil Heating,True,True,2021-05-21,Yellow,Daniel,False,Excellent,Excellent,Excellent,Good,47.0,3.27,,Wood 95EUHT,199.9931
,1.0,116.0,Suburban,52.0,None,True,Electricity,False,False,2023-07-21,Yellow,Martin,False,Good,Poor,Good,Good,3.0,1.85,70.2,L5F9V5B Wood ZJGW Window,96.02806
,,129.0,,70.0,Good,False,Electricity,True,False,2023-05-22,Gray,Stefan,False,Good,Good,Excellent,Good,15.0,2.99,76.8,437ES Aluminum 9R6VPY7,172.72275
,2.0,84.0,Urban,,None,False,Electric,True,True,2023-02-10,Green,Martin,False,Excellent,Poor,Excellent,Good,3.0,3.13,50.4,UGL5J Wood SD49CM,172.1687
1.0,,68.0,,38.0,None,False,Electricity,True,True,2022-06-10,White,Maria,False,Good,Good,Good,Good,3.0,3.12,,Steel Y12T Window,286.19744
,2.0,70.0,,55.0,None,False,Electric,False,False,2022-11-28,Green,Sabrina,False,Excellent,Excellent,Poor,Excellent,3.0,3.25,,Steel IAC,173.80348
1.0,1.0,31.0,Suburban,34.0,Poor,,Electric,False,False,2023-10-12,White,Roman,False,Good,Excellent,Good,Poor,11.0,3.1,19.2,8KKY Wood MFWO7IZ,67.78806
,4.0,142.0,Rural,14.0,None,False,Gas,False,True,2023-09-04,Gray,Roman,False,Excellent,Good,Excellent,Good,3.0,1.56,,BK7D Aluminum QM3,329.1782
2.0,,63.0,,53.0,Good,False,Gas,True,False,2023-05-15,Yellow,Stefan,False,Good,Poor,Excellent,Good,15.0,3.51,,Steel ZECJUS2 Window,216.54988
1.0,1.0,24.0,Urban,22.0,None,True,Oil,True,False,2020-02-08,Green,Stefan,False,Good,Poor,Excellent,Excellent,3.0,3.49,36.8,Aluminum F11V,66.09654
1.0,1.0,36.0,Suburban,18.0,None,,Oil,False,True,2021-10-25,,Daniel,False,Good,Excellent,Poor,Excellent,3.0,1.92,,Aluminum 1XPB Window,55.08957
,1.0,21.0,Urban,,Good,,Gas,True,True,2021-03-03,Gray,Martin,False,Good,Good,Good,Excellent,15.0,2.93,22.0,DSEY9 Wood X9N,141.43623
2.0,2.0,93.0,Rural,64.0,None,False,Electric,False,True,2023-05-26,White,Florian,False,Poor,Good,Poor,Poor,3.0,2.96,55.2,2Q57Y1 Wood C4WI,213.98776
1.0,,44.0,,53.0,Good,False,Electric,True,True,2023-04-29,White,Laura,False,Good,Excellent,Poor,Good,15.0,2.22,27.0,844 Steel D2YLJ,219.32788
2.0,,102.0,Urban,55.0,None,,Oil Heating,False,True,2023-04-17,Gray,,False,Good,Good,Good,Good,3.0,2.79,163.2,VG656 Steel 4LHG,298.92325
1.0,1.0,58.0,Rural,36.0,None,False,Electricity,False,False,2020-10-14,White,Lukas,False,Good,Good,Poor,Good,3.0,2.14,,Aluminum 9GRJFM,86.04678
1.0,1.0,71.0,Urban,62.0,Good,False,Oil Heating,True,False,2021-09-25,Yellow,Martin,False,Good,Good,Excellent,Good,15.0,4.24,,Z9ZGMX Steel QG4 Window,231.4791
2.0,2.0,77.0,Suburbann,39.0,Good,False,Oil,True,True,2021-10-26,Gray,Roman,False,Poor,Good,Good,Excellent,15.0,2.85,123.2,HU3K1 Steel TANETH,178.50693
2.0,2.0,106.0,Urban,,None,,Oil,False,True,2021-12-14,Gray,Sabrina,False,Excellent,Excellent,Excellent,Good,3.0,2.81,,Wood 6FHT,252.39151
,2.0,132.0,Urban,,Poor,False,Electric,False,False,2020-11-18,Yellow,Maria,False,Good,Good,Good,Good,11.0,2.27,78.6,Wood CB9,176.98741
2.0,1.0,85.0,Urban,41.0,Poor,False,Oil,False,True,2022-10-14,Gray,Florian,False,Good,Excellent,Good,Poor,11.0,1.0,134.4,Aluminum XLPTO5 Window,180.17593
1.0,1.0,148.0,Rural,46.0,None,,Oil,False,True,2023-03-14,Green,Roman,False,Good,Good,Good,Good,3.0,3.25,,BPSNQ Aluminum 5ORX,346.78052
5.0,4.0,132.0,Rural,67.0,Good,True,Electric,True,False,2021-02-15,Yellow,Lukas,False,Excellent,Good,Good,Poor,15.0,1.47,78.6,L60EF Aluminum NL0JBI6,246.53494
2.0,,111.0,Suburban,,None,,Gas,False,False,2022-08-26,Gray,,False,Excellent,Good,Excellent,Good,3.0,1.09,,JLVM Wood V1NQ0MK Window,106.85506
,1.0,6394.0,Rural,,None,False,Oil,False,True,2021-03-28,,Andreas,False,Good,Excellent,Excellent,Excellent,3.0,2.69,,Steel 84U4A Window,509.09617
1.0,,45.0,Urban,25.0,None,False,Electricity,True,True,2020-05-30,Yellow,Sabrina,False,Poor,Excellent,Poor,Good,3.0,2.53,26.4,S12F5CI Wood 2FDUC6A Window,123.26877
,4.0,138.0,Rural,42.0,None,,Oil Heating,False,False,2020-06-21,,Denis,False,Good,Excellent,Poor,Good,3.0,2.12,219.2,Wood 3TKCJ Window,345.14718
2.0,,123.0,Suburban,52.0,None,False,Electricity,False,False,2023-08-05,Yellow,Laura,False,Excellent,Good,Poor,Poor,3.0,3.36,73.8,Wood 9VIHAWD Window,101.08346
1.0,1.0,47.0,Rural,51.0,Good,False,Oil,True,True,2023-01-04,Yellow,Denis,False,Excellent,Excellent,Good,Good,15.0,1.87,73.6,K4ND1AJ Wood QTCWZ,286.68022
1.0,1.0,72.0,Urban,37.0,None,False,Gas,False,True,2023-09-28,Yellow,,False,Poor,Good,Good,Good,3.0,2.73,72.0,K1MKV Wood Q9NJ8ZN,162.62311
1.0,1.0,7408.0,Rural,33.0,None,,Gas,False,True,2020-10-29,White,Roman,False,Poor,Excellent,Good,Good,3.0,2.26,54.0,Aluminum 50P2 Window,123.05395
1.0,1.0,33.0,Rural,56.0,Excellent,False,Electric,False,False,2020-03-01,White,Natalie,False,Good,Excellent,Excellent,Good,47.0,3.65,,PAD Wood KZMLO,252.4698
1.0,,38.0,Urban,45.0,None,True,Oil Heating,True,True,2022-02-18,,Andreas,False,Good,Good,Poor,Good,3.0,2.49,,Wood 4NA97T3 Window,140.86014
2.0,,139.0,Rural,0.0,None,False,Electric,True,True,2023-08-28,White,Maria,False,Good,Poor,Excellent,Poor,3.0,2.71,,Wood DLNA0UM Window,343.26757
,,102.0,Rural,,Excellent,False,Oil,False,True,2020-12-18,White,Florian,False,Excellent,Good,Good,Excellent,47.0,1.35,164.8,Wood E8K0JEX Window,493.08213
3.0,5.0,147.0,,,None,,Electric,False,False,2023-03-23,Green,Laura,False,Excellent,Excellent,Poor,Excellent,3.0,2.42,88.2,P5WN35 Steel GF7 Window,251.13735
2.0,2.0,94.0,Rural,31.0,None,False,Gas,False,True,2020-07-28,,,False,Excellent,Good,Excellent,Excellent,3.0,1.64,91.0,Steel YW5E Window,352.47728
1.0,2.0,95.0,,17.0,Good,False,Gas,False,True,2022-02-13,White,Sabrina,False,Excellent,Good,Excellent,Excellent,15.0,1.84,,7JTXB6 Wood 2D21U Window,350.22935
1.0,1.0,45.0,Suburbann,28.0,None,True,Electric,True,False,2023-03-10,White,Stefan,False,Good,Good,Excellent,Good,3.0,2.99,,Wood MG0JZDA,1447.663
,3.0,147.0,Urban,37.0,None,False,Oil,True,False,2021-09-28,White,Florian,False,Good,Excellent,Poor,Good,3.0,1.59,235.2,QV6 Aluminum QBI Window,235.45067
1.0,1.0,44.0,Rural,51.0,None,False,Gas,False,False,2023-04-16,Green,Andreas,False,Excellent,Good,Good,Poor,3.0,2.37,,Wood 7HEC Window,149.61754
1.0,,137.0,,71.0,None,,Electric,False,True,2020-09-03,Gray,Stefan,False,Good,Good,Excellent,Excellent,3.0,2.49,81.6,Wood 6MIRFG3,129.20843
1.0,1.0,53.0,Rural,68.0,Excellent,,Oil Heating,True,True,2020-02-12,Green,Laura,False,Excellent,Good,Excellent,Excellent,47.0,2.79,88.0,Wood BVIOQ,388.70034
1.0,1.0,25.0,Urban,65.0,None,False,Oil Heating,False,True,2020-02-16,Gray,Johanna,False,Excellent,Excellent,Good,Good,3.0,1.49,,7R5 Wood 8UN1,112.43264
1.0,1.0,24.0,,-51.0,None,False,Oil,True,True,2022-08-31,,,False,Poor,Good,Poor,Poor,3.0,3.57,,Aluminum D9USZ8E Window,1427.4668
2.0,1.0,77.0,,52.0,None,,Electricity,True,True,2021-04-03,Gray,,False,Poor,Good,Poor,Poor,3.0,2.4,46.2,Aluminum SDKWRCX Window,54.40471
1.0,1.0,20.0,Urban,,None,False,Oil Heating,True,True,2023-04-18,Yellow,,False,Good,Excellent,Excellent,Good,3.0,3.81,,GJLEPX8 Aluminum T464N Window,73.35468
,3.0,145.0,Rural,,None,,Electricity,False,True,2022-12-16,Gray,Lukas,False,Good,Good,Good,Good,3.0,2.08,,RZN12 Wood 8W257Z Window,300.00537
2.0,1.0,98.0,Urban,29.0,None,True,Oil Heating,True,True,2021-06-03,,Sandra,False,Excellent,Good,Good,Good,3.0,2.3,155.2,0APD Aluminum 6QFT,192.67938
3.0,2.0,118.0,Suburbann,48.0,None,,Oil,True,False,2023-12-20,Yellow,Laura,False,Good,Poor,Poor,Poor,3.0,2.35,,Aluminum BNW09J,108.85979
3.0,,107.0,Urban,63.0,None,True,Oil,False,True,2022-10-13,White,Theresa,False,Poor,Poor,Good,Excellent,3.0,3.59,169.6,VAH Wood SOOX72 Window,246.34186
3.0,2.0,114.0,Rural,68.0,None,False,Electric,False,False,2022-01-30,Green,,False,Good,Good,Poor,Good,3.0,2.82,67.2,NMO Wood SJDBA8,210.82885
1.0,1.0,29.0,Urban,53.0,None,False,Oil Heating,True,False,2021-09-18,Gray,,False,Good,Good,Good,Poor,3.0,1.48,,U9GYI24 Steel T96YSB Window,144.95363
1.0,1.0,50.0,,40.0,None,True,Oil Heating,False,False,2023-07-10,Yellow,Andreas,False,Good,Excellent,Excellent,Poor,3.0,2.11,,BXLZKS0 Wood O76IF2 Window,191.63878
,1.0,33.0,,46.0,Poor,False,Gas,True,False,2024-03-29,Yellow,Stefan,False,Excellent,Good,Good,Good,11.0,2.21,32.0,Wood 9HZZPKB Window,79.45498
,5.0,143.0,Urban,43.0,None,True,Electricity,False,False,2023-05-17,Green,,False,Excellent,Poor,Good,Excellent,3.0,3.19,86.4,4PRYT3F Steel 0MQPC1 Window,255.82808
1.0,1.0,117.0,Rural,23.0,None,False,Oil,True,False,2020-12-14,White,Sabrina,False,Good,Excellent,Poor,Poor,3.0,2.97,188.8,AHKRECB Wood 4ZZTV Window,299.10801
2.0,1.0,100.0,Rural,40.0,Good,,Electricity,True,True,2022-12-29,Green,Laura,False,Excellent,Good,Poor,Poor,15.0,2.6,60.0,3BU Wood 6AC8 Window,306.91273
,3.0,109.0,Urban,66.0,None,,Gas,True,True,2021-12-17,,Maria,False,Good,Good,Poor,Good,3.0,1.97,,Steel 13VE7 Window,260.71758
2.0,2.0,70.0,,24.0,None,False,Gas,True,True,2020-03-15,White,Sabrina,False,Excellent,Poor,Good,Good,3.0,1.53,,GQS56 Wood OGFBNM Window,242.35185
3.0,1.0,103.0,,50.0,None,,Oil,True,True,2021-07-07,Green,Denis,False,Excellent,Good,Poor,Good,3.0,2.67,,Aluminum 0CVGKZ,198.01048
3.0,3.0,145.0,Rural,30.0,None,False,Oil Heating,False,True,2023-11-12,White,Maria,False,Poor,Excellent,Excellent,Excellent,3.0,1.42,230.4,N6T3N1 Aluminum 7O7ZDM7 Window,399.52514
,3.0,130.0,,42.0,None,True,Gas,True,False,2022-01-17,White,Lukas,False,Poor,Excellent,Excellent,Good,3.0,1.38,128.0,EHO Steel 1FZ Window,152.74581
,1.0,128.0,,19.0,Poor,False,Electric,True,True,2023-02-18,Green,,False,Good,Good,Poor,Good,11.0,2.24,76.2,Steel 3L123XB,294.13423
1.0,2.0,78.0,Urban,23.0,None,True,Gas,False,False,2020-06-04,Green,Theresa,False,Excellent,Good,Excellent,Good,3.0,2.83,80.0,TH3VV4 Wood NFF1,152.13418
1.0,1.0,22.0,Rural,51.0,None,False,Oil Heating,True,True,2024-01-19,Green,Theresa,False,Excellent,Excellent,Poor,Excellent,3.0,3.31,35.2,NJBW9DT Aluminum 4FK4O2,117.59529
3.0,3.0,106.0,Suburban,42.0,None,False,Electric,False,False,2023-02-19,White,Johanna,False,Good,Good,Excellent,Good,3.0,1.65,,Steel UJ1GS,127.50923
,,97.0,,61.0,Good,,Electricity,True,True,2024-02-11,,Andreas,False,Poor,Excellent,Good,Good,15.0,1.3,59.4,Steel 5FH,169.26804
1.0,2.0,101.0,Suburbann,31.0,None,False,Gas,False,True,2020-10-10,Gray,Andreas,False,Good,Poor,Good,Good,3.0,2.56,,H69Q Aluminum 4FJ,84.03297
,4.0,133.0,,,None,False,Gas,True,False,2022-09-14,Gray,Theresa,False,Good,Good,Good,Excellent,3.0,2.88,,Aluminum ZMCTMR Window,182.89193
1.0,1.0,46.0,,36.0,None,False,Oil,False,True,2023-12-16,Yellow,Daniel,False,Good,Good,Good,Good,3.0,4.0,,X611U Steel BYQTQM,291.65381
1.0,1.0,43.0,Suburbann,47.0,Good,False,Electricity,True,True,2023-03-31,Green,,False,Good,Good,Good,Good,15.0,2.69,,Wood IFFJJ Window,99.08815
1.0,2.0,70.0,Urban,68.0,Poor,True,Oil Heating,False,True,2024-02-08,Green,,False,Good,Good,Poor,Good,11.0,2.22,110.4,Steel 7JJ Window,255.56508
2.0,1.0,107.0,Urban,,Excellent,False,Oil,False,True,2020-10-26,Green,Roman,False,Poor,Excellent,Excellent,Good,47.0,2.64,171.2,Wood 2XCL Window,335.32128
,5.0,137.0,Suburbann,57.0,None,False,Oil Heating,True,True,2022-06-28,Gray,,False,Good,Good,Good,Poor,3.0,1.04,,KOY2 Steel W6BQJ Window,217.80213
,1.0,55.0,Rural,33.0,None,False,Oil Heating,False,False,2022-11-24,Gray,Martin,False,Good,Poor,Good,Excellent,3.0,1.63,88.0,L4886DX Aluminum 6Z7CK Window,131.74449
,1.0,27.0,Suburban,13.0,None,,Gas,False,False,2023-05-15,Gray,Maria,False,Good,Good,Poor,Excellent,3.0,2.13,28.0,Aluminum ZQHTCPF Window,34.70238
1.0,1.0,37.0,,69.0,Good,,Electricity,False,True,2022-11-12,Gray,Natalie,False,Good,Poor,Good,Poor,15.0,1.55,22.8,Wood 7Q2F,130.15146
,2.0,83.0,Urban,39.0,Poor,False,Oil Heating,False,False,2023-03-24,,Maria,False,Good,Poor,Poor,Good,11.0,3.38,,AOH777 Steel R23WR,231.27837
1.0,1.0,61.0,Suburban,,None,False,Electric,True,False,2023-06-26,,Lukas,False,Excellent,Good,Good,Good,3.0,1.73,,Aluminum GGWQJEU Window,46.83463
3.0,1.0,135.0,Rural,35.0,Good,False,Oil,False,False,2023-12-07,Gray,Denis,False,Poor,Good,Excellent,Poor,15.0,1.78,216.0,B9HK6R Aluminum ZI41LU Window,325.20527
1.0,1.0,28.0,Suburban,62.0,Good,,Oil,True,True,2021-03-19,,Roman,False,Poor,Excellent,Good,Excellent,15.0,1.79,44.8,Aluminum CRO61G Window,66.85863
,2.0,64.0,Rural,53.0,Excellent,False,Gas,False,True,2023-07-30,White,,False,Excellent,Good,Excellent,Excellent,47.0,2.78,64.0,SCY Steel KDCN Window,481.56859
2.0,1.0,114.0,Suburbann,,None,,Electric,True,False,2020-12-10,White,Sabrina,False,Excellent,Excellent,Poor,Good,3.0,1.63,67.2,F6QXN Steel RX0Q Window,116.51211
,3.0,113.0,Rural,56.0,Good,True,Electricity,False,True,2022-12-23,Gray,Maria,True,Excellent,Good,Good,Good,15.0,1.02,,Wood Z3JQ0N Window,333.74045
3.0,1.0,110.0,Urban,43.0,None,,Gas,True,True,2020-03-12,Yellow,Sandra,False,Good,Good,Poor,Good,3.0,2.23,111.0,Steel 2K4HEBZ Window,258.2538
,2.0,99.0,Suburban,47.0,Good,,Gas,False,False,2021-03-18,Yellow,Sandra,False,Good,Excellent,Excellent,Excellent,15.0,3.92,98.0,VYH Aluminum 6XGLUU Window,96.50916
1.0,2.0,65.0,Suburban,48.0,None,True,Gas,False,False,2020-08-12,White,Theresa,False,Excellent,Excellent,Excellent,Good,3.0,3.08,63.0,Wood CVU,81.47215
1.0,1.0,66.0,Urban,54.0,None,False,Oil Heating,False,True,2022-07-16,Gray,Florian,False,Excellent,Good,Excellent,Excellent,3.0,1.86,,RYGB Aluminum LNC5RP Window,139.19071
,,50.0,Urban,44.0,Good,True,Oil,True,False,2022-08-04,,Daniel,False,Good,Good,Poor,Poor,15.0,1.83,78.4,1H3T Aluminum 7E0 Window,112.34091
2.0,1.0,81.0,Urban,67.0,Poor,False,Oil,False,True,2021-04-14,Green,Johanna,False,Poor,Excellent,Excellent,Excellent,11.0,1.59,129.6,GSI Wood NECCJ,222.73661
4.0,4.0,130.0,,29.0,Poor,,Electric,False,True,2021-05-24,Gray,Martin,False,Excellent,Good,Excellent,Good,11.0,1.16,78.0,9B5Y Wood 579H,356.33877
,1.0,33.0,Urban,68.0,None,,Gas,True,False,2022-08-01,,Johanna,False,Good,Good,Good,Poor,3.0,2.97,,Aluminum KY1G8O,51.70841
,1.0,30.0,,26.0,None,False,Oil,True,True,2020-07-03,White,Maria,False,Good,Poor,Good,Good,3.0,3.09,48.0,X1KG15L Wood WB877YG,76.62219
,3.0,114.0,,37.0,Good,,Gas,True,True,2020-09-21,Yellow,Stefan,False,Good,Excellent,Excellent,Poor,15.0,3.64,,2G66I Aluminum MV5 Window,219.50739
1.0,1.0,90.0,Suburban,,,False,Gas,False,False,2022-05-29,Gray,Daniel,False,Good,Good,Good,Excellent,3.0,1.91,,Steel 1GL62,112.77244
1.0,1.0,133.0,Urban,,Good,,Oil Heating,False,False,2020-01-27,Yellow,Roman,False,Good,Good,Excellent,Good,15.0,3.76,211.2,Aluminum 533,200.79686
,1.0,98.0,,45.0,Excellent,False,Electric,True,False,2021-04-24,Gray,Roman,False,Good,Good,Good,Excellent,47.0,2.96,,SW9 Aluminum 9BZY Window,119.04605
2.0,2.0,74.0,Suburbann,4.0,None,False,Oil Heating,True,False,2023-04-16,Green,Theresa,False,Good,Excellent,Excellent,Good,3.0,2.07,118.4,Z89AJ96 Steel UHE6LRZ Window,144.93117
1.0,1.0,31.0,Urban,42.0,None,False,Oil Heating,False,True,2020-12-14,,Florian,False,Poor,Excellent,Good,Poor,3.0,3.07,48.0,Wood EFKH1T,113.58631
1.0,1.0,38.0,,56.0,Good,False,Oil Heating,False,False,2020-01-09,Green,Daniel,False,Excellent,Excellent,Good,Good,15.0,2.47,,3QZ8M Wood GTH3C,140.19891
1.0,1.0,32.0,Urban,61.0,None,False,Gas,False,False,2020-04-04,Gray,Denis,False,Excellent,Good,Poor,Excellent,3.0,1.7,,8GVYKI Wood OXBW2,92.00014
5.0,2.0,148.0,Urban,15.0,Poor,False,Oil Heating,False,True,2022-08-22,Green,Roman,False,Poor,Poor,Good,Excellent,11.0,3.3,236.8,Aluminum TG7,295.58425
,1.0,76.0,Suburban,26.0,Excellent,False,Gas,True,True,2021-04-25,Yellow,,False,Excellent,Good,Excellent,Good,47.0,2.17,,Wood WRKK,178.82567
1.0,1.0,53.0,,40.0,None,False,Gas,False,True,2023-03-22,,,False,Excellent,Excellent,Poor,Excellent,3.0,2.39,52.0,I2D6 Steel VKKTC1X,205.56189
4.0,1.0,141.0,,56.0,Good,False,Electricity,True,True,2023-06-08,White,Martin,False,Poor,Poor,Good,Poor,15.0,3.33,84.0,Steel HDNUD9 Window,305.25634
2.0,2.0,108.0,Rural,55.0,Good,,Oil,True,True,2023-11-22,,Maria,False,Good,Good,Excellent,Good,15.0,1.63,,6XIPDLX Steel 4UK5Y,505.86865
2.0,2.0,130.0,Suburban,21.0,None,False,Oil Heating,True,True,2023-04-26,Yellow,Laura,False,Good,Poor,Good,Excellent,3.0,2.25,206.4,096X Steel DZF1IUW,214.48099
2.0,,77.0,Suburban,20.0,None,False,Oil,True,True,2020-01-14,Yellow,Andreas,False,Excellent,Good,Poor,Poor,3.0,3.55,,19I7JIW Steel PCKNP1,149.3191
1.0,1.0,22.0,Urban,,Excellent,False,Oil Heating,False,True,2022-09-11,,Maria,False,Good,Poor,Good,Good,47.0,2.12,33.6,Steel 4Q55O,261.85074
1.0,1.0,25.0,Rural,35.0,Excellent,False,Oil Heating,False,True,2020-05-15,Green,Lukas,False,Good,Good,Poor,Excellent,47.0,3.09,-993.0,ZNMMI Steel KCT6 Window,375.9909
1.0,1.0,21.0,Rural,,Good,False,Oil,False,True,2022-05-30,Gray,Sabrina,False,Excellent,Good,Excellent,Excellent,15.0,1.48,35.2,Wood CUPN5,215.72603
,1.0,93.0,Suburbann,10.0,None,True,Electricity,True,True,2020-11-20,Gray,Lukas,False,Excellent,Poor,Excellent,Excellent,3.0,1.18,,Aluminum E45R48D,83.45918
1.0,1.0,53.0,Rural,43.0,None,False,Oil Heating,True,True,2023-11-23,White,Sabrina,False,Good,Poor,Good,Good,3.0,3.71,88.0,XII Aluminum BATM7 Window,165.59636
1.0,1.0,82.0,Urban,69.0,None,False,Gas,False,False,2020-10-30,Gray,Johanna,False,Good,Good,Excellent,Good,3.0,2.93,,Steel OIW9ORH,177.18932
3.0,3.0,103.0,Suburbann,68.0,Good,False,Oil Heating,False,True,2022-11-19,White,Stefan,False,Good,Good,Good,Poor,15.0,1.48,164.8,T56VH Wood 81X Window,164.84151
1.0,1.0,31.0,Urban,,None,False,Gas,False,True,2022-07-13,Yellow,Johanna,False,Excellent,Good,Excellent,Good,3.0,2.23,31.0,MNKZ2QA Steel 32VO Window,164.92341
1.0,1.0,26.0,,32.0,Poor,,Electric,True,True,2020-11-29,,Natalie,False,Excellent,Poor,Good,Excellent,11.0,2.04,15.0,Wood ATB Window,82.05059
,2.0,103.0,,46.0,None,False,Oil Heating,True,False,2022-10-14,,,False,Excellent,Excellent,Excellent,Excellent,3.0,2.37,166.4,Q0SYW Steel M2FYTB,163.25634
,1.0,31.0,,47.0,None,,Oil Heating,False,True,2021-11-05,White,Natalie,False,Excellent,Good,Poor,Good,3.0,2.69,49.6,Wood 5KO Window,72.99187
,1.0,21.0,Urban,65.0,Poor,,Oil Heating,True,True,2021-02-15,Green,Sandra,False,Excellent,Excellent,Excellent,Poor,11.0,2.72,,8UJ Steel RU8V0,193.62162
,1.0,82.0,Rural,,Excellent,False,Gas,True,True,2022-10-21,,Denis,False,Good,Good,Good,Good,47.0,3.56,,Q65ROB Steel UPUW8QR Window,478.87137
,1.0,94.0,Urban,59.0,None,False,Gas,True,False,2022-01-15,Yellow,Johanna,False,Excellent,Excellent,Poor,Excellent,3.0,1.46,,Wood DEL6X,172.77077
1.0,1.0,54.0,Rural,31.0,Good,False,Oil Heating,False,True,2021-10-03,Green,Denis,False,Good,Good,Good,Good,15.0,3.2,86.4,Wood HIJ8ZN Window,271.74188
2.0,,76.0,Suburban,56.0,None,False,Electric,False,True,2021-01-17,Gray,Sandra,False,Poor,Excellent,Poor,Poor,3.0,2.04,46.2,1D9XKD Steel T8UXQ,112.88129
5.0,,129.0,Urban,70.0,Good,True,Electric,False,False,2023-09-27,White,Florian,False,Good,Good,Good,Poor,15.0,1.58,,C6PD4 Wood OHW36A,219.90649
,1.0,25.0,Suburbann,61.0,None,False,Oil Heating,False,True,2023-03-23,White,Lukas,False,Good,Good,Good,Poor,3.0,1.4,40.0,Wood JLORJ6L Window,64.36674
3.0,1.0,108.0,,,Poor,False,Electric,False,True,2024-02-08,Gray,Denis,False,Excellent,Good,Good,Good,11.0,1.56,64.8,Steel 5FOD Window,159.75681
1.0,1.0,55.0,Rural,67.0,Excellent,False,Gas,False,True,2021-01-03,,,False,Good,Good,Excellent,Poor,47.0,2.97,,Wood 8725EJ Window,332.48926
2.0,2.0,96.0,Rural,60.0,Good,False,Gas,False,False,2021-02-01,Gray,Laura,False,Good,Good,Poor,Good,15.0,2.14,95.0,Wood E5U,248.95745
,,132.0,Suburbann,30.0,None,False,Oil Heating,False,True,2021-04-04,White,Martin,False,Excellent,Good,Poor,Good,3.0,1.7,211.2,Steel 4RSFKGE,203.54963
1.0,1.0,30.0,Urban,44.0,Excellent,False,Gas,False,False,2022-04-01,White,,False,Good,Poor,Good,Good,47.0,3.5,31.0,Aluminum XR3SB Window,140.00137
1.0,2.0,94.0,,36.0,None,False,Gas,True,False,2022-08-17,White,Johanna,False,Excellent,Good,Excellent,Excellent,3.0,1.96,94.0,Aluminum RLOW Window,85.49774
1.0,1.0,56.0,Suburban,,Good,False,Gas,False,False,2023-08-15,Yellow,Florian,False,Good,Good,Good,Good,15.0,4.05,,FGDIM Wood RV6,86.81011
